date,temp,condition,wind,batter_name,batter,stand,pitcher_name,pitcher,pthrows,events,description,des,home_team,away_team,gamepk,inning,topbot,abnum,id,venue,home_score,away_score
2010-10-28,65,Cloudy,"12 mph, Out To LF",Matt Treanor,276354,R,Matt Cain,430912,R,Groundout,field_out,"Matt Treanor grounds out, shortstop Edgar Renteria to first baseman Aubrey Huff.",SF,TEX,286348,5,top,30,286348-276354-430912-5-30-3,AT&T Park,0,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Mitch Moreland,519048,L,Matt Cain,430912,R,Intent Walk,intent_walk,Matt Cain intentionally walks Mitch Moreland.,SF,TEX,286348,5,top,31,286348-519048-430912-5-31-4,AT&T Park,0,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",C.J. Wilson,450351,L,Matt Cain,430912,R,Groundout,field_out,C.J. Wilson grounds out to first baseman Aubrey Huff.,SF,TEX,286348,5,top,32,286348-450351-430912-5-32-2,AT&T Park,0,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Juan Uribe,346874,R,C.J. Wilson,450351,L,Strikeout,strikeout,Juan Uribe strikes out swinging.,SF,TEX,286348,5,bottom,33,286348-346874-450351-5-33-4,AT&T Park,0,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Edgar Renteria,121074,R,C.J. Wilson,450351,L,Home Run,home_run,Edgar Renteria homers (4) on a fly ball to left field.,SF,TEX,286348,5,bottom,34,286348-121074-450351-5-34-2,AT&T Park,1,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Matt Cain,430912,R,C.J. Wilson,450351,L,Groundout,field_out,"Matt Cain grounds out, shortstop Elvis Andrus to first baseman Mitch Moreland.",SF,TEX,286348,5,bottom,35,286348-430912-450351-5-35-6,AT&T Park,1,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Andres Torres,400083,R,C.J. Wilson,450351,L,Lineout,field_out,Andres Torres lines out to shortstop Elvis Andrus.,SF,TEX,286348,5,bottom,36,286348-400083-450351-5-36-4,AT&T Park,1,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Elvis Andrus,462101,R,Matt Cain,430912,R,Groundout,field_out,"Elvis Andrus grounds out, shortstop Edgar Renteria to first baseman Aubrey Huff.",SF,TEX,286348,6,top,37,286348-462101-430912-6-37-5,AT&T Park,1,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Michael Young,276545,R,Matt Cain,430912,R,Single,single,Michael Young singles on a line drive to left fielder Pat Burrell.,SF,TEX,286348,6,top,38,286348-276545-430912-6-38-5,AT&T Park,1,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Josh Hamilton,285078,L,Matt Cain,430912,R,Single,single,Josh Hamilton singles on a line drive to right fielder Cody Ross.   Michael Young to 2nd.,SF,TEX,286348,6,top,39,286348-285078-430912-6-39-3,AT&T Park,1,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Nelson Cruz,443558,R,Matt Cain,430912,R,Pop Out,field_out,Nelson Cruz pops out to first baseman Aubrey Huff in foul territory.,SF,TEX,286348,6,top,40,286348-443558-430912-6-40-4,AT&T Park,1,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Ian Kinsler,435079,R,Matt Cain,430912,R,Flyout,field_out,Ian Kinsler flies out to right fielder Cody Ross.,SF,TEX,286348,6,top,41,286348-435079-430912-6-41-3,AT&T Park,1,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Freddy Sanchez,408108,R,C.J. Wilson,450351,L,Flyout,field_out,Freddy Sanchez flies out to center fielder Josh Hamilton.,SF,TEX,286348,6,bottom,42,286348-408108-450351-6-42-6,AT&T Park,1,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Buster Posey,457763,R,C.J. Wilson,450351,L,Strikeout,strikeout,Buster Posey strikes out swinging.,SF,TEX,286348,6,bottom,43,286348-457763-450351-6-43-5,AT&T Park,1,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Pat Burrell,150100,R,C.J. Wilson,450351,L,Groundout,field_out,"Pat Burrell grounds out, third baseman Michael Young to first baseman Mitch Moreland.",SF,TEX,286348,6,bottom,44,286348-150100-450351-6-44-7,AT&T Park,1,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",David Murphy,461815,L,Matt Cain,430912,R,Flyout,field_out,David Murphy flies out to left fielder Cody Ross.,SF,TEX,286348,7,top,45,286348-461815-430912-7-45-6,AT&T Park,1,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Matt Treanor,276354,R,Matt Cain,430912,R,Flyout,field_out,Matt Treanor flies out to right fielder Nate Schierholtz.,SF,TEX,286348,7,top,46,286348-276354-430912-7-46-3,AT&T Park,1,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Mitch Moreland,519048,L,Matt Cain,430912,R,Groundout,field_out,"Mitch Moreland grounds out, third baseman Juan Uribe to first baseman Aubrey Huff.",SF,TEX,286348,7,top,47,286348-519048-430912-7-47-4,AT&T Park,1,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Cody Ross,425496,R,C.J. Wilson,450351,L,Walk,walk,Cody Ross walks.,SF,TEX,286348,7,bottom,48,286348-425496-450351-7-48-10,AT&T Park,1,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Aubrey Huff,333492,L,Darren Oliver,119984,L,Groundout,field_out,Aubrey Huff grounds out to first baseman Mitch Moreland.   Cody Ross to 2nd.,SF,TEX,286348,7,bottom,49,286348-333492-119984-7-49-5,AT&T Park,1,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Juan Uribe,346874,R,Darren Oliver,119984,L,Single,single,Juan Uribe singles on a soft fly ball to right fielder Nelson Cruz.   Cody Ross scores.    Juan Uribe to 2nd.,SF,TEX,286348,7,bottom,50,286348-346874-119984-7-50-2,AT&T Park,2,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Edgar Renteria,121074,R,Darren Oliver,119984,L,Strikeout,strikeout,Edgar Renteria strikes out swinging.,SF,TEX,286348,7,bottom,51,286348-121074-119984-7-51-4,AT&T Park,2,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Matt Cain,430912,R,Darren Oliver,119984,L,Strikeout,strikeout,Matt Cain strikes out swinging.,SF,TEX,286348,7,bottom,52,286348-430912-119984-7-52-4,AT&T Park,2,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Julio Borbon,474865,L,Matt Cain,430912,R,Groundout,field_out,"Julio Borbon grounds out, shortstop Edgar Renteria to first baseman Aubrey Huff.",SF,TEX,286348,8,top,53,286348-474865-430912-8-53-3,AT&T Park,2,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Elvis Andrus,462101,R,Matt Cain,430912,R,Walk,walk,Elvis Andrus walks.,SF,TEX,286348,8,top,54,286348-462101-430912-8-54-6,AT&T Park,2,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Michael Young,276545,R,Matt Cain,430912,R,Flyout,field_out,Michael Young flies out to right fielder Nate Schierholtz.,SF,TEX,286348,8,top,55,286348-276545-430912-8-55-4,AT&T Park,2,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Josh Hamilton,285078,L,Javier Lopez,425657,L,Flyout,field_out,Josh Hamilton flies out to center fielder Andres Torres.,SF,TEX,286348,8,top,56,286348-285078-425657-8-56-4,AT&T Park,2,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Andres Torres,400083,L,Darren O'Day,503285,R,Strikeout,strikeout,Andres Torres strikes out swinging.,SF,TEX,286348,8,bottom,57,286348-400083-503285-8-57-10,AT&T Park,2,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Freddy Sanchez,408108,R,Darren O'Day,503285,R,Strikeout,strikeout,Freddy Sanchez strikes out swinging.,SF,TEX,286348,8,bottom,58,286348-408108-503285-8-58-3,AT&T Park,2,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Buster Posey,457763,R,Darren O'Day,503285,R,Single,single,Buster Posey singles on a soft line drive to second baseman Ian Kinsler.,SF,TEX,286348,8,bottom,59,286348-457763-503285-8-59-4,AT&T Park,2,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Nate Schierholtz,435625,L,Derek Holland,502706,L,Walk,walk,Nate Schierholtz walks.   Buster Posey to 2nd.,SF,TEX,286348,8,bottom,60,286348-435625-502706-8-60-7,AT&T Park,2,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Cody Ross,425496,R,Derek Holland,502706,L,Walk,walk,Cody Ross walks.   Buster Posey to 3rd.    Nate Schierholtz to 2nd.,SF,TEX,286348,8,bottom,61,286348-425496-502706-8-61-4,AT&T Park,2,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Aubrey Huff,333492,L,Derek Holland,502706,L,Walk,walk,Aubrey Huff walks.   Buster Posey scores.    Nate Schierholtz to 3rd.    Cody Ross to 2nd.,SF,TEX,286348,8,bottom,62,286348-333492-502706-8-62-6,AT&T Park,3,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Juan Uribe,346874,R,Mark Lowe,450275,R,Walk,walk,Juan Uribe walks.   Nate Schierholtz scores.    Cody Ross to 3rd.    Aubrey Huff to 2nd.,SF,TEX,286348,8,bottom,63,286348-346874-450275-8-63-8,AT&T Park,4,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Edgar Renteria,121074,R,Mark Lowe,450275,R,Single,single,Edgar Renteria singles on a ground ball to left fielder David Murphy.   Cody Ross scores.    Aubrey Huff scores.    Juan Uribe to 3rd.,SF,TEX,286348,8,bottom,64,286348-121074-450275-8-64-9,AT&T Park,6,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Aaron Rowand,400023,R,Michael Kirkman,457779,L,Triple,triple,Aaron Rowand triples (3) on a line drive to right fielder Nelson Cruz.   Juan Uribe scores.    Edgar Renteria scores.,SF,TEX,286348,8,bottom,65,286348-400023-457779-8-65-8,AT&T Park,8,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Andres Torres,400083,R,Michael Kirkman,457779,L,Double,double,Andres Torres doubles (44) on a line drive to left fielder David Murphy.   Aaron Rowand scores.,SF,TEX,286348,8,bottom,66,286348-400083-457779-8-66-4,AT&T Park,9,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Freddy Sanchez,408108,R,Michael Kirkman,457779,L,Strikeout,strikeout,Freddy Sanchez strikes out swinging.,SF,TEX,286348,8,bottom,67,286348-408108-457779-8-67-4,AT&T Park,9,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Nelson Cruz,443558,R,Guillermo Mota,150407,R,Groundout,field_out,"Nelson Cruz grounds out, third baseman Juan Uribe to first baseman Aubrey Huff.",SF,TEX,286348,9,top,68,286348-443558-150407-9-68-3,AT&T Park,9,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Ian Kinsler,435079,R,Guillermo Mota,150407,R,Flyout,field_out,Ian Kinsler flies out to right fielder Nate Schierholtz.,SF,TEX,286348,9,top,69,286348-435079-150407-9-69-6,AT&T Park,9,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",David Murphy,461815,L,Guillermo Mota,150407,R,Walk,walk,David Murphy walks.,SF,TEX,286348,9,top,70,286348-461815-150407-9-70-8,AT&T Park,9,0
2010-10-28,65,Cloudy,"12 mph, Out To LF",Jeff Francoeur,425796,R,Guillermo Mota,150407,R,Flyout,field_out,Jeff Francoeur flies out to right fielder Nate Schierholtz in foul territory.,SF,TEX,286348,9,top,71,286348-425796-150407-9-71-5,AT&T Park,9,0
2010-10-31,77,Clear,"13 mph, R To L",Andres Torres,400083,L,Tommy Hunter,488984,R,Single,single,Andres Torres singles on a ground ball to second baseman Ian Kinsler.,TEX,SF,286350,1,top,0,286350-400083-488984-1-0-6,Rangers Ballpark in Arlington,0,0
2010-10-31,77,Clear,"13 mph, R To L",Freddy Sanchez,408108,R,Tommy Hunter,488984,R,Groundout,field_out,"Freddy Sanchez grounds out, third baseman Michael Young to first baseman Mitch Moreland.",TEX,SF,286350,1,top,1,286350-408108-488984-1-1-11,Rangers Ballpark in Arlington,0,0
2010-10-31,77,Clear,"13 mph, R To L",Aubrey Huff,333492,L,Tommy Hunter,488984,R,Groundout,field_out,Aubrey Huff grounds out to first baseman Mitch Moreland.   Andres Torres to 3rd.,TEX,SF,286350,1,top,2,286350-333492-488984-1-2-2,Rangers Ballpark in Arlington,0,0
2010-10-31,77,Clear,"13 mph, R To L",Buster Posey,457763,R,Tommy Hunter,488984,R,Groundout,field_out,"Buster Posey grounds out, shortstop Elvis Andrus to first baseman Mitch Moreland.",TEX,SF,286350,1,top,3,286350-457763-488984-1-3-5,Rangers Ballpark in Arlington,0,0
2010-10-31,77,Clear,"13 mph, R To L",Elvis Andrus,462101,R,Madison Bumgarner,518516,L,Walk,walk,Elvis Andrus walks.,TEX,SF,286350,1,bottom,4,286350-462101-518516-1-4-4,Rangers Ballpark in Arlington,0,0
2010-10-31,77,Clear,"13 mph, R To L",Michael Young,276545,R,Madison Bumgarner,518516,L,Forceout,force_out,"Michael Young grounds into a force out, shortstop Edgar Renteria to second baseman Freddy Sanchez.   Elvis Andrus out at 2nd.    Michael Young to 1st.",TEX,SF,286350,1,bottom,5,286350-276545-518516-1-5-3,Rangers Ballpark in Arlington,0,0
2010-10-31,77,Clear,"13 mph, R To L",Josh Hamilton,285078,L,Madison Bumgarner,518516,L,Grounded Into DP,grounded_into_double_play,"Josh Hamilton grounds into a double play, second baseman Freddy Sanchez to shortstop Edgar Renteria to first baseman Travis Ishikawa.   Michael Young out at 2nd.    Josh Hamilton out at 1st.",TEX,SF,286350,1,bottom,6,286350-285078-518516-1-6-4,Rangers Ballpark in Arlington,0,0
2010-10-31,77,Clear,"13 mph, R To L",Cody Ross,425496,R,Tommy Hunter,488984,R,Walk,walk,Cody Ross walks.,TEX,SF,286350,2,top,7,286350-425496-488984-2-7-4,Rangers Ballpark in Arlington,0,0
2010-10-31,77,Clear,"13 mph, R To L",Juan Uribe,346874,R,Tommy Hunter,488984,R,Flyout,field_out,Juan Uribe flies out to center fielder Josh Hamilton.,TEX,SF,286350,2,top,8,286350-346874-488984-2-8-4,Rangers Ballpark in Arlington,0,0
2010-10-31,77,Clear,"13 mph, R To L",Travis Ishikawa,448170,L,Tommy Hunter,488984,R,Forceout,force_out,"Travis Ishikawa grounds into a force out, second baseman Ian Kinsler to shortstop Elvis Andrus.   Cody Ross out at 2nd.    Travis Ishikawa to 1st.",TEX,SF,286350,2,top,9,286350-448170-488984-2-9-5,Rangers Ballpark in Arlington,0,0
2010-10-31,77,Clear,"13 mph, R To L",Edgar Renteria,121074,R,Tommy Hunter,488984,R,Single,single,Edgar Renteria singles on a line drive to right fielder Jeff Francoeur.   Travis Ishikawa to 3rd.,TEX,SF,286350,2,top,10,286350-121074-488984-2-10-12,Rangers Ballpark in Arlington,0,0
2010-10-31,77,Clear,"13 mph, R To L",Nate Schierholtz,435625,L,Tommy Hunter,488984,R,Lineout,field_out,Nate Schierholtz lines out softly to center fielder Josh Hamilton.,TEX,SF,286350,2,top,11,286350-435625-488984-2-11-2,Rangers Ballpark in Arlington,0,0
2010-10-31,77,Clear,"13 mph, R To L",Vladimir Guerrero,115223,R,Madison Bumgarner,518516,L,Strikeout,strikeout,Vladimir Guerrero called out on strikes.,TEX,SF,286350,2,bottom,12,286350-115223-518516-2-12-7,Rangers Ballpark in Arlington,0,0
2010-10-31,77,Clear,"13 mph, R To L",Nelson Cruz,443558,R,Madison Bumgarner,518516,L,Flyout,field_out,Nelson Cruz flies out to center fielder Andres Torres.,TEX,SF,286350,2,bottom,13,286350-443558-518516-2-13-4,Rangers Ballpark in Arlington,0,0
2010-10-31,77,Clear,"13 mph, R To L",Ian Kinsler,435079,R,Madison Bumgarner,518516,L,Walk,walk,Ian Kinsler walks.,TEX,SF,286350,2,bottom,14,286350-435079-518516-2-14-6,Rangers Ballpark in Arlington,0,0
2010-10-31,77,Clear,"13 mph, R To L",Jeff Francoeur,425796,R,Madison Bumgarner,518516,L,Lineout,field_out,Jeff Francoeur lines out sharply to second baseman Freddy Sanchez.,TEX,SF,286350,2,bottom,15,286350-425796-518516-2-15-8,Rangers Ballpark in Arlington,0,0
2010-10-31,77,Clear,"13 mph, R To L",Andres Torres,400083,L,Tommy Hunter,488984,R,Double,double,Andres Torres doubles (44) on a ground ball to right fielder Jeff Francoeur.,TEX,SF,286350,3,top,16,286350-400083-488984-3-16-8,Rangers Ballpark in Arlington,0,0
2010-10-31,77,Clear,"13 mph, R To L",Freddy Sanchez,408108,R,Tommy Hunter,488984,R,Groundout,field_out,"Freddy Sanchez grounds out, third baseman Michael Young to first baseman Mitch Moreland.",TEX,SF,286350,3,top,17,286350-408108-488984-3-17-9,Rangers Ballpark in Arlington,0,0
2010-10-31,77,Clear,"13 mph, R To L",Aubrey Huff,333492,L,Tommy Hunter,488984,R,Home Run,home_run,Aubrey Huff homers (27) on a fly ball to right field.    Andres Torres scores.,TEX,SF,286350,3,top,18,286350-333492-488984-3-18-1,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Buster Posey,457763,R,Tommy Hunter,488984,R,Strikeout,strikeout,Buster Posey called out on strikes.,TEX,SF,286350,3,top,19,286350-457763-488984-3-19-4,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Cody Ross,425496,R,Tommy Hunter,488984,R,Flyout,field_out,Cody Ross flies out softly to right fielder Jeff Francoeur.,TEX,SF,286350,3,top,20,286350-425496-488984-3-20-6,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Bengie Molina,134260,R,Madison Bumgarner,518516,L,Groundout,field_out,"Bengie Molina grounds out, shortstop Edgar Renteria to first baseman Travis Ishikawa.",TEX,SF,286350,3,bottom,21,286350-134260-518516-3-21-2,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Mitch Moreland,519048,L,Madison Bumgarner,518516,L,Strikeout,strikeout,Mitch Moreland strikes out on a foul tip.,TEX,SF,286350,3,bottom,22,286350-519048-518516-3-22-3,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Elvis Andrus,462101,R,Madison Bumgarner,518516,L,Groundout,field_out,"Elvis Andrus grounds out, shortstop Edgar Renteria to first baseman Travis Ishikawa.",TEX,SF,286350,3,bottom,23,286350-462101-518516-3-23-3,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Juan Uribe,346874,R,Tommy Hunter,488984,R,Flyout,field_out,Juan Uribe flies out to left fielder Nelson Cruz.,TEX,SF,286350,4,top,24,286350-346874-488984-4-24-1,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Travis Ishikawa,448170,L,Tommy Hunter,488984,R,Groundout,field_out,"Travis Ishikawa grounds out, second baseman Ian Kinsler to first baseman Mitch Moreland.",TEX,SF,286350,4,top,25,286350-448170-488984-4-25-2,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Edgar Renteria,121074,R,Tommy Hunter,488984,R,Single,single,"Edgar Renteria singles on a sharp line drive to left fielder Nelson Cruz, deflected by third baseman Michael Young.",TEX,SF,286350,4,top,26,286350-121074-488984-4-26-3,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Nate Schierholtz,435625,L,Tommy Hunter,488984,R,Flyout,field_out,Nate Schierholtz flies out to left fielder Nelson Cruz.,TEX,SF,286350,4,top,27,286350-435625-488984-4-27-8,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Michael Young,276545,R,Madison Bumgarner,518516,L,Single,single,Michael Young singles on a ground ball to second baseman Freddy Sanchez.,TEX,SF,286350,4,bottom,28,286350-276545-518516-4-28-5,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Josh Hamilton,285078,L,Madison Bumgarner,518516,L,Forceout,force_out,"Josh Hamilton lines into a force out, pitcher Madison Bumgarner to second baseman Freddy Sanchez.   Michael Young out at 2nd.    Josh Hamilton to 1st.",TEX,SF,286350,4,bottom,29,286350-285078-518516-4-29-1,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Vladimir Guerrero,115223,R,Madison Bumgarner,518516,L,Strikeout,strikeout,Vladimir Guerrero strikes out swinging.,TEX,SF,286350,4,bottom,30,286350-115223-518516-4-30-4,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Nelson Cruz,443558,R,Madison Bumgarner,518516,L,Caught Stealing 2B,caught_stealing_2b,"Josh Hamilton caught stealing 2nd base, catcher Buster Posey to second baseman Freddy Sanchez.",TEX,SF,286350,4,bottom,31,286350-443558-518516-4-31-1,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Andres Torres,400083,L,Alexi Ogando,468396,R,Flyout,field_out,Andres Torres flies out softly to left fielder Nelson Cruz.,TEX,SF,286350,5,top,32,286350-400083-468396-5-32-3,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Freddy Sanchez,408108,R,Alexi Ogando,468396,R,Flyout,field_out,Freddy Sanchez flies out to center fielder Josh Hamilton.,TEX,SF,286350,5,top,33,286350-408108-468396-5-33-3,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Aubrey Huff,333492,L,Alexi Ogando,468396,R,Strikeout,strikeout,Aubrey Huff strikes out swinging.,TEX,SF,286350,5,top,34,286350-333492-468396-5-34-5,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Nelson Cruz,443558,R,Madison Bumgarner,518516,L,Pop Out,field_out,Nelson Cruz pops out to shortstop Edgar Renteria.,TEX,SF,286350,5,bottom,35,286350-443558-518516-5-35-3,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Ian Kinsler,435079,R,Madison Bumgarner,518516,L,Lineout,field_out,Ian Kinsler lines out to left fielder Cody Ross.,TEX,SF,286350,5,bottom,36,286350-435079-518516-5-36-2,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Jeff Francoeur,425796,R,Madison Bumgarner,518516,L,Groundout,field_out,"Jeff Francoeur grounds out, third baseman Juan Uribe to first baseman Travis Ishikawa.",TEX,SF,286350,5,bottom,37,286350-425796-518516-5-37-3,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Buster Posey,457763,R,Alexi Ogando,468396,R,Groundout,field_out,"Buster Posey grounds out, third baseman Michael Young to first baseman Mitch Moreland.",TEX,SF,286350,6,top,38,286350-457763-468396-6-38-2,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Cody Ross,425496,R,Alexi Ogando,468396,R,Strikeout,strikeout,Cody Ross strikes out swinging.,TEX,SF,286350,6,top,39,286350-425496-468396-6-39-5,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Juan Uribe,346874,R,Darren Oliver,119984,L,Pop Out,field_out,Juan Uribe pops out to catcher Bengie Molina in foul territory.,TEX,SF,286350,6,top,40,286350-346874-119984-6-40-6,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Bengie Molina,134260,R,Madison Bumgarner,518516,L,Groundout,field_out,"Bengie Molina grounds out, third baseman Juan Uribe to first baseman Travis Ishikawa.",TEX,SF,286350,6,bottom,41,286350-134260-518516-6-41-4,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Mitch Moreland,519048,L,Madison Bumgarner,518516,L,Single,single,Mitch Moreland singles on a line drive to right fielder Nate Schierholtz.,TEX,SF,286350,6,bottom,42,286350-519048-518516-6-42-6,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Elvis Andrus,462101,R,Madison Bumgarner,518516,L,Grounded Into DP,grounded_into_double_play,"Elvis Andrus grounds into a double play, second baseman Freddy Sanchez to shortstop Edgar Renteria to first baseman Travis Ishikawa.   Mitch Moreland out at 2nd.    Elvis Andrus out at 1st.",TEX,SF,286350,6,bottom,43,286350-462101-518516-6-43-3,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Travis Ishikawa,448170,L,Darren Oliver,119984,L,Strikeout,strikeout,Travis Ishikawa strikes out swinging.,TEX,SF,286350,7,top,44,286350-448170-119984-7-44-4,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Edgar Renteria,121074,R,Darren Oliver,119984,L,Single,single,Edgar Renteria singles on a ground ball to left fielder Nelson Cruz.,TEX,SF,286350,7,top,45,286350-121074-119984-7-45-4,Rangers Ballpark in Arlington,0,2
2010-10-31,77,Clear,"13 mph, R To L",Nate Schierholtz,435625,L,Darren Oliver,119984,L,Strikeout,strikeout,Nate Schierholtz called out on strikes.,TEX,SF,286350,7,top,46,286350-435625-119984-7-46-7,Rangers Ballpark in Arlington,0,2
