date,temp,condition,wind,batter_name,batter,stand,pitcher_name,pitcher,pthrows,events,description,des,home_team,away_team,gamepk,inning,topbot,abnum,id,venue,home_score,away_score
2010-10-31,77,Clear,"13 mph, R To L",Andres Torres,400083,R,Darren Oliver,119984,L,Double,double,Andres Torres doubles (45) on a line drive to center fielder Josh Hamilton.   Edgar Renteria scores.,TEX,SF,286350,7,top,47,286350-400083-119984-7-47-2,Rangers Ballpark in Arlington,0,3
2010-10-31,77,Clear,"13 mph, R To L",Freddy Sanchez,408108,R,Darren Oliver,119984,L,Groundout,field_out,"Freddy Sanchez grounds out, pitcher Darren Oliver to first baseman Mitch Moreland.",TEX,SF,286350,7,top,48,286350-408108-119984-7-48-2,Rangers Ballpark in Arlington,0,3
2010-10-31,77,Clear,"13 mph, R To L",Michael Young,276545,R,Madison Bumgarner,518516,L,Strikeout,strikeout,Michael Young strikes out swinging.,TEX,SF,286350,7,bottom,49,286350-276545-518516-7-49-4,Rangers Ballpark in Arlington,0,3
2010-10-31,77,Clear,"13 mph, R To L",Josh Hamilton,285078,L,Madison Bumgarner,518516,L,Field Error,field_error,Josh Hamilton reaches on a fielding error by third baseman Juan Uribe.,TEX,SF,286350,7,bottom,50,286350-285078-518516-7-50-3,Rangers Ballpark in Arlington,0,3
2010-10-31,77,Clear,"13 mph, R To L",Vladimir Guerrero,115223,R,Madison Bumgarner,518516,L,Strikeout,strikeout,Vladimir Guerrero strikes out swinging.,TEX,SF,286350,7,bottom,51,286350-115223-518516-7-51-7,Rangers Ballpark in Arlington,0,3
2010-10-31,77,Clear,"13 mph, R To L",Nelson Cruz,443558,R,Madison Bumgarner,518516,L,Single,single,Nelson Cruz singles on a ground ball to center fielder Andres Torres.   Josh Hamilton to 2nd.,TEX,SF,286350,7,bottom,52,286350-443558-518516-7-52-4,Rangers Ballpark in Arlington,0,3
2010-10-31,77,Clear,"13 mph, R To L",Ian Kinsler,435079,R,Madison Bumgarner,518516,L,Lineout,field_out,Ian Kinsler lines out softly to left fielder Cody Ross.,TEX,SF,286350,7,bottom,53,286350-435079-518516-7-53-2,Rangers Ballpark in Arlington,0,3
2010-10-31,77,Clear,"13 mph, R To L",Aubrey Huff,333492,L,Darren Oliver,119984,L,Groundout,field_out,Aubrey Huff grounds out to first baseman Mitch Moreland.,TEX,SF,286350,8,top,54,286350-333492-119984-8-54-2,Rangers Ballpark in Arlington,0,3
2010-10-31,77,Clear,"13 mph, R To L",Buster Posey,457763,R,Darren O'Day,503285,R,Home Run,home_run,Buster Posey homers (19) on a fly ball to center field.,TEX,SF,286350,8,top,55,286350-457763-503285-8-55-9,Rangers Ballpark in Arlington,0,4
2010-10-31,77,Clear,"13 mph, R To L",Cody Ross,425496,R,Darren O'Day,503285,R,Pop Out,field_out,Cody Ross pops out to first baseman Mitch Moreland in foul territory.,TEX,SF,286350,8,top,56,286350-425496-503285-8-56-6,Rangers Ballpark in Arlington,0,4
2010-10-31,77,Clear,"13 mph, R To L",Juan Uribe,346874,R,Darren O'Day,503285,R,Pop Out,field_out,Juan Uribe pops out to first baseman Mitch Moreland in foul territory.,TEX,SF,286350,8,top,57,286350-346874-503285-8-57-6,Rangers Ballpark in Arlington,0,4
2010-10-31,77,Clear,"13 mph, R To L",Jeff Francoeur,425796,R,Madison Bumgarner,518516,L,Flyout,field_out,Jeff Francoeur flies out to left fielder Cody Ross.,TEX,SF,286350,8,bottom,58,286350-425796-518516-8-58-4,Rangers Ballpark in Arlington,0,4
2010-10-31,77,Clear,"13 mph, R To L",Bengie Molina,134260,R,Madison Bumgarner,518516,L,Lineout,field_out,Bengie Molina lines out to left fielder Cody Ross.,TEX,SF,286350,8,bottom,59,286350-134260-518516-8-59-4,Rangers Ballpark in Arlington,0,4
2010-10-31,77,Clear,"13 mph, R To L",Mitch Moreland,519048,L,Madison Bumgarner,518516,L,Strikeout,strikeout,Mitch Moreland called out on strikes.,TEX,SF,286350,8,bottom,60,286350-519048-518516-8-60-6,Rangers Ballpark in Arlington,0,4
2010-10-31,77,Clear,"13 mph, R To L",Travis Ishikawa,448170,L,Derek Holland,502706,L,Walk,walk,Travis Ishikawa walks.,TEX,SF,286350,9,top,61,286350-448170-502706-9-61-8,Rangers Ballpark in Arlington,0,4
2010-10-31,77,Clear,"13 mph, R To L",Edgar Renteria,121074,R,Derek Holland,502706,L,Strikeout,strikeout,Edgar Renteria called out on strikes.,TEX,SF,286350,9,top,62,286350-121074-502706-9-62-3,Rangers Ballpark in Arlington,0,4
2010-10-31,77,Clear,"13 mph, R To L",Nate Schierholtz,435625,L,Derek Holland,502706,L,Flyout,field_out,Nate Schierholtz flies out to center fielder Josh Hamilton.,TEX,SF,286350,9,top,63,286350-435625-502706-9-63-4,Rangers Ballpark in Arlington,0,4
2010-10-31,77,Clear,"13 mph, R To L",Andres Torres,400083,R,Derek Holland,502706,L,Forceout,force_out,"Andres Torres grounds into a force out, third baseman Michael Young to second baseman Ian Kinsler.   Travis Ishikawa out at 2nd.    Andres Torres to 1st.",TEX,SF,286350,9,top,64,286350-400083-502706-9-64-6,Rangers Ballpark in Arlington,0,4
2010-10-31,77,Clear,"13 mph, R To L",Elvis Andrus,462101,R,Brian Wilson,451216,R,Lineout,field_out,Elvis Andrus lines out to right fielder Nate Schierholtz.,TEX,SF,286350,9,bottom,65,286350-462101-451216-9-65-4,Rangers Ballpark in Arlington,0,4
2010-10-31,77,Clear,"13 mph, R To L",Michael Young,276545,R,Brian Wilson,451216,R,Strikeout,strikeout,Michael Young strikes out swinging.,TEX,SF,286350,9,bottom,66,286350-276545-451216-9-66-5,Rangers Ballpark in Arlington,0,4
2010-10-31,77,Clear,"13 mph, R To L",Josh Hamilton,285078,L,Brian Wilson,451216,R,Strikeout,strikeout,Josh Hamilton strikes out swinging.,TEX,SF,286350,9,bottom,67,286350-285078-451216-9-67-3,Rangers Ballpark in Arlington,0,4
2010-10-30,79,Clear,"13 mph, R To L",Andres Torres,400083,L,Colby Lewis,407890,R,Groundout,field_out,"Andres Torres grounds out, first baseman Mitch Moreland to pitcher Colby Lewis.",TEX,SF,286349,1,top,0,286349-400083-407890-1-0-4,Rangers Ballpark in Arlington,0,0
2010-10-30,79,Clear,"13 mph, R To L",Freddy Sanchez,408108,R,Colby Lewis,407890,R,Single,single,Freddy Sanchez singles on a line drive to right fielder Jeff Francoeur.,TEX,SF,286349,1,top,1,286349-408108-407890-1-1-4,Rangers Ballpark in Arlington,0,0
2010-10-30,79,Clear,"13 mph, R To L",Aubrey Huff,333492,L,Colby Lewis,407890,R,Flyout,field_out,Aubrey Huff flies out to right fielder Jeff Francoeur.,TEX,SF,286349,1,top,2,286349-333492-407890-1-2-2,Rangers Ballpark in Arlington,0,0
2010-10-30,79,Clear,"13 mph, R To L",Buster Posey,457763,R,Colby Lewis,407890,R,Walk,walk,Buster Posey walks.   Freddy Sanchez to 2nd.,TEX,SF,286349,1,top,3,286349-457763-407890-1-3-7,Rangers Ballpark in Arlington,0,0
2010-10-30,79,Clear,"13 mph, R To L",Pat Burrell,150100,R,Colby Lewis,407890,R,Strikeout,strikeout,Pat Burrell strikes out swinging.,TEX,SF,286349,1,top,4,286349-150100-407890-1-4-4,Rangers Ballpark in Arlington,0,0
2010-10-30,79,Clear,"13 mph, R To L",Elvis Andrus,462101,R,Jonathan Sanchez,456043,L,Strikeout,strikeout,Elvis Andrus strikes out on a foul tip.,TEX,SF,286349,1,bottom,5,286349-462101-456043-1-5-4,Rangers Ballpark in Arlington,0,0
2010-10-30,79,Clear,"13 mph, R To L",Michael Young,276545,R,Jonathan Sanchez,456043,L,Single,single,Michael Young singles on a line drive to left fielder Pat Burrell.,TEX,SF,286349,1,bottom,6,286349-276545-456043-1-6-3,Rangers Ballpark in Arlington,0,0
2010-10-30,79,Clear,"13 mph, R To L",Josh Hamilton,285078,L,Jonathan Sanchez,456043,L,Pop Out,field_out,Josh Hamilton pops out to third baseman Juan Uribe.,TEX,SF,286349,1,bottom,7,286349-285078-456043-1-7-1,Rangers Ballpark in Arlington,0,0
2010-10-30,79,Clear,"13 mph, R To L",Vladimir Guerrero,115223,R,Jonathan Sanchez,456043,L,Lineout,field_out,Vladimir Guerrero lines out to left fielder Pat Burrell.,TEX,SF,286349,1,bottom,8,286349-115223-456043-1-8-2,Rangers Ballpark in Arlington,0,0
2010-10-30,79,Clear,"13 mph, R To L",Cody Ross,425496,R,Colby Lewis,407890,R,Walk,walk,Cody Ross walks.,TEX,SF,286349,2,top,9,286349-425496-407890-2-9-8,Rangers Ballpark in Arlington,0,0
2010-10-30,79,Clear,"13 mph, R To L",Juan Uribe,346874,R,Colby Lewis,407890,R,Pop Out,field_out,Juan Uribe pops out to second baseman Ian Kinsler in foul territory.,TEX,SF,286349,2,top,10,286349-346874-407890-2-10-3,Rangers Ballpark in Arlington,0,0
2010-10-30,79,Clear,"13 mph, R To L",Pablo Sandoval,467055,L,Colby Lewis,407890,R,Grounded Into DP,grounded_into_double_play,"Pablo Sandoval grounds into a double play, second baseman Ian Kinsler to shortstop Elvis Andrus to first baseman Mitch Moreland.   Cody Ross out at 2nd.    Pablo Sandoval out at 1st.",TEX,SF,286349,2,top,11,286349-467055-407890-2-11-5,Rangers Ballpark in Arlington,0,0
2010-10-30,79,Clear,"13 mph, R To L",Nelson Cruz,443558,R,Jonathan Sanchez,456043,L,Double,double,Nelson Cruz doubles (32) on a sharp line drive to center fielder Andres Torres.,TEX,SF,286349,2,bottom,12,286349-443558-456043-2-12-1,Rangers Ballpark in Arlington,0,0
2010-10-30,79,Clear,"13 mph, R To L",Ian Kinsler,435079,R,Jonathan Sanchez,456043,L,Groundout,field_out,"Ian Kinsler grounds out, shortstop Edgar Renteria to first baseman Aubrey Huff.   Nelson Cruz to 3rd.",TEX,SF,286349,2,bottom,13,286349-435079-456043-2-13-2,Rangers Ballpark in Arlington,0,0
2010-10-30,79,Clear,"13 mph, R To L",Jeff Francoeur,425796,R,Jonathan Sanchez,456043,L,Groundout,field_out,"Jeff Francoeur grounds out, third baseman Juan Uribe to first baseman Aubrey Huff.",TEX,SF,286349,2,bottom,14,286349-425796-456043-2-14-1,Rangers Ballpark in Arlington,0,0
2010-10-30,79,Clear,"13 mph, R To L",Bengie Molina,134260,R,Jonathan Sanchez,456043,L,Walk,walk,Bengie Molina walks.,TEX,SF,286349,2,bottom,15,286349-134260-456043-2-15-5,Rangers Ballpark in Arlington,0,0
2010-10-30,79,Clear,"13 mph, R To L",Mitch Moreland,519048,L,Jonathan Sanchez,456043,L,Home Run,home_run,Mitch Moreland homers (10) on a line drive to right field.    Nelson Cruz scores.    Bengie Molina scores.,TEX,SF,286349,2,bottom,16,286349-519048-456043-2-16-9,Rangers Ballpark in Arlington,3,0
2010-10-30,79,Clear,"13 mph, R To L",Elvis Andrus,462101,R,Jonathan Sanchez,456043,L,Groundout,field_out,"Elvis Andrus grounds out, third baseman Juan Uribe to first baseman Aubrey Huff.",TEX,SF,286349,2,bottom,17,286349-462101-456043-2-17-5,Rangers Ballpark in Arlington,3,0
2010-10-30,79,Clear,"13 mph, R To L",Edgar Renteria,121074,R,Colby Lewis,407890,R,Strikeout,strikeout,Edgar Renteria called out on strikes.,TEX,SF,286349,3,top,18,286349-121074-407890-3-18-5,Rangers Ballpark in Arlington,3,0
2010-10-30,79,Clear,"13 mph, R To L",Andres Torres,400083,L,Colby Lewis,407890,R,Pop Out,field_out,Andres Torres pops out to third baseman Michael Young in foul territory.,TEX,SF,286349,3,top,19,286349-400083-407890-3-19-4,Rangers Ballpark in Arlington,3,0
2010-10-30,79,Clear,"13 mph, R To L",Freddy Sanchez,408108,R,Colby Lewis,407890,R,Flyout,field_out,Freddy Sanchez flies out to center fielder Josh Hamilton.,TEX,SF,286349,3,top,20,286349-408108-407890-3-20-1,Rangers Ballpark in Arlington,3,0
2010-10-30,79,Clear,"13 mph, R To L",Michael Young,276545,R,Jonathan Sanchez,456043,L,Single,single,Michael Young singles on a line drive to left fielder Pat Burrell.,TEX,SF,286349,3,bottom,21,286349-276545-456043-3-21-3,Rangers Ballpark in Arlington,3,0
2010-10-30,79,Clear,"13 mph, R To L",Josh Hamilton,285078,L,Jonathan Sanchez,456043,L,Groundout,field_out,"Josh Hamilton grounds out, second baseman Freddy Sanchez to first baseman Aubrey Huff.   Michael Young to 2nd.",TEX,SF,286349,3,bottom,22,286349-285078-456043-3-22-7,Rangers Ballpark in Arlington,3,0
2010-10-30,79,Clear,"13 mph, R To L",Vladimir Guerrero,115223,R,Jonathan Sanchez,456043,L,Groundout,field_out,"Vladimir Guerrero grounds out, third baseman Juan Uribe to first baseman Aubrey Huff.",TEX,SF,286349,3,bottom,23,286349-115223-456043-3-23-2,Rangers Ballpark in Arlington,3,0
2010-10-30,79,Clear,"13 mph, R To L",Nelson Cruz,443558,R,Jonathan Sanchez,456043,L,Groundout,field_out,"Nelson Cruz grounds out, third baseman Juan Uribe to first baseman Aubrey Huff.",TEX,SF,286349,3,bottom,24,286349-443558-456043-3-24-2,Rangers Ballpark in Arlington,3,0
2010-10-30,79,Clear,"13 mph, R To L",Aubrey Huff,333492,L,Colby Lewis,407890,R,Groundout,field_out,"Aubrey Huff grounds out, shortstop Elvis Andrus to first baseman Mitch Moreland.",TEX,SF,286349,4,top,25,286349-333492-407890-4-25-4,Rangers Ballpark in Arlington,3,0
2010-10-30,79,Clear,"13 mph, R To L",Buster Posey,457763,R,Colby Lewis,407890,R,Single,single,Buster Posey singles on a line drive to left fielder Nelson Cruz.,TEX,SF,286349,4,top,26,286349-457763-407890-4-26-1,Rangers Ballpark in Arlington,3,0
2010-10-30,79,Clear,"13 mph, R To L",Pat Burrell,150100,R,Colby Lewis,407890,R,Strikeout,strikeout,Pat Burrell strikes out swinging.,TEX,SF,286349,4,top,27,286349-150100-407890-4-27-3,Rangers Ballpark in Arlington,3,0
2010-10-30,79,Clear,"13 mph, R To L",Cody Ross,425496,R,Colby Lewis,407890,R,Flyout,field_out,Cody Ross flies out to center fielder Josh Hamilton.,TEX,SF,286349,4,top,28,286349-425496-407890-4-28-1,Rangers Ballpark in Arlington,3,0
2010-10-30,79,Clear,"13 mph, R To L",Ian Kinsler,435079,R,Jonathan Sanchez,456043,L,Strikeout,strikeout,Ian Kinsler called out on strikes.,TEX,SF,286349,4,bottom,29,286349-435079-456043-4-29-3,Rangers Ballpark in Arlington,3,0
2010-10-30,79,Clear,"13 mph, R To L",Jeff Francoeur,425796,R,Jonathan Sanchez,456043,L,Strikeout,strikeout,Jeff Francoeur called out on strikes.,TEX,SF,286349,4,bottom,30,286349-425796-456043-4-30-3,Rangers Ballpark in Arlington,3,0
2010-10-30,79,Clear,"13 mph, R To L",Bengie Molina,134260,R,Jonathan Sanchez,456043,L,Walk,walk,Bengie Molina walks.,TEX,SF,286349,4,bottom,31,286349-134260-456043-4-31-4,Rangers Ballpark in Arlington,3,0
2010-10-30,79,Clear,"13 mph, R To L",Mitch Moreland,519048,L,Jonathan Sanchez,456043,L,Pop Out,field_out,Mitch Moreland pops out to third baseman Juan Uribe.,TEX,SF,286349,4,bottom,32,286349-519048-456043-4-32-1,Rangers Ballpark in Arlington,3,0
2010-10-30,79,Clear,"13 mph, R To L",Juan Uribe,346874,R,Colby Lewis,407890,R,Flyout,field_out,Juan Uribe flies out to center fielder Josh Hamilton.,TEX,SF,286349,5,top,33,286349-346874-407890-5-33-5,Rangers Ballpark in Arlington,3,0
2010-10-30,79,Clear,"13 mph, R To L",Pablo Sandoval,467055,L,Colby Lewis,407890,R,Strikeout,strikeout,"Pablo Sandoval strikes out swinging, catcher Bengie Molina to first baseman Mitch Moreland.",TEX,SF,286349,5,top,34,286349-467055-407890-5-34-3,Rangers Ballpark in Arlington,3,0
2010-10-30,79,Clear,"13 mph, R To L",Edgar Renteria,121074,R,Colby Lewis,407890,R,Groundout,field_out,"Edgar Renteria grounds out, third baseman Michael Young to first baseman Mitch Moreland.",TEX,SF,286349,5,top,35,286349-121074-407890-5-35-2,Rangers Ballpark in Arlington,3,0
2010-10-30,79,Clear,"13 mph, R To L",Elvis Andrus,462101,R,Jonathan Sanchez,456043,L,Single,single,Elvis Andrus singles on a ground ball to center fielder Andres Torres.,TEX,SF,286349,5,bottom,36,286349-462101-456043-5-36-6,Rangers Ballpark in Arlington,3,0
2010-10-30,79,Clear,"13 mph, R To L",Michael Young,276545,R,Jonathan Sanchez,456043,L,Grounded Into DP,grounded_into_double_play,"Michael Young grounds into a double play, third baseman Juan Uribe to second baseman Freddy Sanchez to first baseman Aubrey Huff.   Elvis Andrus out at 2nd.    Michael Young out at 1st.",TEX,SF,286349,5,bottom,37,286349-276545-456043-5-37-3,Rangers Ballpark in Arlington,3,0
2010-10-30,79,Clear,"13 mph, R To L",Josh Hamilton,285078,L,Jonathan Sanchez,456043,L,Home Run,home_run,Josh Hamilton homers (33) on a fly ball to right center field.,TEX,SF,286349,5,bottom,38,286349-285078-456043-5-38-4,Rangers Ballpark in Arlington,4,0
2010-10-30,79,Clear,"13 mph, R To L",Vladimir Guerrero,115223,R,Jonathan Sanchez,456043,L,Walk,walk,Vladimir Guerrero walks.,TEX,SF,286349,5,bottom,39,286349-115223-456043-5-39-4,Rangers Ballpark in Arlington,4,0
2010-10-30,79,Clear,"13 mph, R To L",Nelson Cruz,443558,R,Guillermo Mota,150407,R,Caught Stealing 2B,caught_stealing_2b,"Vladimir Guerrero caught stealing 2nd base, catcher Buster Posey to second baseman Freddy Sanchez.",TEX,SF,286349,5,bottom,40,286349-443558-150407-5-40-8,Rangers Ballpark in Arlington,4,0
2010-10-30,79,Clear,"13 mph, R To L",Andres Torres,400083,L,Colby Lewis,407890,R,Groundout,field_out,"Andres Torres grounds out, shortstop Elvis Andrus to first baseman Mitch Moreland.",TEX,SF,286349,6,top,41,286349-400083-407890-6-41-4,Rangers Ballpark in Arlington,4,0
2010-10-30,79,Clear,"13 mph, R To L",Freddy Sanchez,408108,R,Colby Lewis,407890,R,Groundout,field_out,"Freddy Sanchez grounds out, third baseman Michael Young to first baseman Mitch Moreland.",TEX,SF,286349,6,top,42,286349-408108-407890-6-42-3,Rangers Ballpark in Arlington,4,0
2010-10-30,79,Clear,"13 mph, R To L",Aubrey Huff,333492,L,Colby Lewis,407890,R,Double,double,Aubrey Huff doubles (36) on a line drive to right fielder Jeff Francoeur.,TEX,SF,286349,6,top,43,286349-333492-407890-6-43-2,Rangers Ballpark in Arlington,4,0
2010-10-30,79,Clear,"13 mph, R To L",Buster Posey,457763,R,Colby Lewis,407890,R,Strikeout,strikeout,Buster Posey called out on strikes.,TEX,SF,286349,6,top,44,286349-457763-407890-6-44-4,Rangers Ballpark in Arlington,4,0
2010-10-30,79,Clear,"13 mph, R To L",Nelson Cruz,443558,R,Guillermo Mota,150407,R,Flyout,field_out,Nelson Cruz flies out to left fielder Pat Burrell.,TEX,SF,286349,6,bottom,45,286349-443558-150407-6-45-2,Rangers Ballpark in Arlington,4,0
2010-10-30,79,Clear,"13 mph, R To L",Ian Kinsler,435079,R,Guillermo Mota,150407,R,Single,single,Ian Kinsler singles on a soft fly ball to left fielder Pat Burrell.,TEX,SF,286349,6,bottom,46,286349-435079-150407-6-46-6,Rangers Ballpark in Arlington,4,0
2010-10-30,79,Clear,"13 mph, R To L",Jeff Francoeur,425796,R,Guillermo Mota,150407,R,Walk,walk,Jeff Francoeur walks.,TEX,SF,286349,6,bottom,47,286349-425796-150407-6-47-7,Rangers Ballpark in Arlington,4,0
2010-10-30,79,Clear,"13 mph, R To L",Bengie Molina,134260,R,Guillermo Mota,150407,R,Grounded Into DP,grounded_into_double_play,"Bengie Molina grounds into a double play, shortstop Edgar Renteria to second baseman Freddy Sanchez to first baseman Aubrey Huff.   Jeff Francoeur out at 2nd.    Bengie Molina out at 1st.",TEX,SF,286349,6,bottom,48,286349-134260-150407-6-48-5,Rangers Ballpark in Arlington,4,0
2010-10-30,79,Clear,"13 mph, R To L",Pat Burrell,150100,R,Colby Lewis,407890,R,Strikeout,strikeout,Pat Burrell strikes out swinging.,TEX,SF,286349,7,top,49,286349-150100-407890-7-49-6,Rangers Ballpark in Arlington,4,0
2010-10-30,79,Clear,"13 mph, R To L",Cody Ross,425496,R,Colby Lewis,407890,R,Home Run,home_run,Cody Ross homers (15) on a fly ball to left center field.,TEX,SF,286349,7,top,50,286349-425496-407890-7-50-6,Rangers Ballpark in Arlington,4,1
2010-10-30,79,Clear,"13 mph, R To L",Juan Uribe,346874,R,Colby Lewis,407890,R,Groundout,field_out,"Juan Uribe grounds out, third baseman Michael Young to first baseman Mitch Moreland.",TEX,SF,286349,7,top,51,286349-346874-407890-7-51-5,Rangers Ballpark in Arlington,4,1
2010-10-30,79,Clear,"13 mph, R To L",Pablo Sandoval,467055,L,Colby Lewis,407890,R,Lineout,field_out,Pablo Sandoval lines out to center fielder Josh Hamilton.,TEX,SF,286349,7,top,52,286349-467055-407890-7-52-1,Rangers Ballpark in Arlington,4,1
2010-10-30,79,Clear,"13 mph, R To L",Mitch Moreland,519048,L,Jeremy Affeldt,346793,L,Groundout,field_out,Mitch Moreland grounds out to first baseman Aubrey Huff.,TEX,SF,286349,7,bottom,53,286349-519048-346793-7-53-2,Rangers Ballpark in Arlington,4,1
2010-10-30,79,Clear,"13 mph, R To L",Elvis Andrus,462101,R,Jeremy Affeldt,346793,L,Single,single,Elvis Andrus singles on a ground ball to center fielder Andres Torres.,TEX,SF,286349,7,bottom,54,286349-462101-346793-7-54-6,Rangers Ballpark in Arlington,4,1
2010-10-30,79,Clear,"13 mph, R To L",Michael Young,276545,R,Jeremy Affeldt,346793,L,Grounded Into DP,grounded_into_double_play,"Michael Young grounds into a double play, third baseman Juan Uribe to second baseman Freddy Sanchez to first baseman Aubrey Huff.   Elvis Andrus out at 2nd.    Michael Young out at 1st.",TEX,SF,286349,7,bottom,55,286349-276545-346793-7-55-3,Rangers Ballpark in Arlington,4,1
2010-10-30,79,Clear,"13 mph, R To L",Edgar Renteria,121074,R,Colby Lewis,407890,R,Pop Out,field_out,Edgar Renteria pops out to second baseman Ian Kinsler.,TEX,SF,286349,8,top,56,286349-121074-407890-8-56-3,Rangers Ballpark in Arlington,4,1
2010-10-30,79,Clear,"13 mph, R To L",Andres Torres,400083,L,Colby Lewis,407890,R,Home Run,home_run,Andres Torres homers (17) on a fly ball to right field.,TEX,SF,286349,8,top,57,286349-400083-407890-8-57-3,Rangers Ballpark in Arlington,4,2
2010-10-30,79,Clear,"13 mph, R To L",Freddy Sanchez,408108,R,Colby Lewis,407890,R,Lineout,field_out,Freddy Sanchez lines out to left fielder Nelson Cruz.,TEX,SF,286349,8,top,58,286349-408108-407890-8-58-1,Rangers Ballpark in Arlington,4,2
2010-10-30,79,Clear,"13 mph, R To L",Aubrey Huff,333492,L,Colby Lewis,407890,R,Hit By Pitch,hit_by_pitch,Aubrey Huff hit by pitch.,TEX,SF,286349,8,top,59,286349-333492-407890-8-59-3,Rangers Ballpark in Arlington,4,2
2010-10-30,79,Clear,"13 mph, R To L",Buster Posey,457763,R,Darren O'Day,503285,R,Groundout,field_out,"Buster Posey grounds out, shortstop Elvis Andrus to first baseman Mitch Moreland.",TEX,SF,286349,8,top,60,286349-457763-503285-8-60-10,Rangers Ballpark in Arlington,4,2
2010-10-30,79,Clear,"13 mph, R To L",Josh Hamilton,285078,L,Jeremy Affeldt,346793,L,Flyout,field_out,Josh Hamilton flies out to center fielder Andres Torres.,TEX,SF,286349,8,bottom,61,286349-285078-346793-8-61-6,Rangers Ballpark in Arlington,4,2
2010-10-30,79,Clear,"13 mph, R To L",Vladimir Guerrero,115223,R,Ramon E Ramirez,430673,R,Pop Out,field_out,Vladimir Guerrero pops out to shortstop Edgar Renteria.,TEX,SF,286349,8,bottom,62,286349-115223-430673-8-62-3,Rangers Ballpark in Arlington,4,2
2010-10-30,79,Clear,"13 mph, R To L",Nelson Cruz,443558,R,Ramon E Ramirez,430673,R,Field Error,field_error,Nelson Cruz reaches on a fielding error by shortstop Edgar Renteria.,TEX,SF,286349,8,bottom,63,286349-443558-430673-8-63-3,Rangers Ballpark in Arlington,4,2
2010-10-30,79,Clear,"13 mph, R To L",Ian Kinsler,435079,R,Ramon E Ramirez,430673,R,Strikeout,strikeout,Ian Kinsler strikes out swinging.,TEX,SF,286349,8,bottom,64,286349-435079-430673-8-64-3,Rangers Ballpark in Arlington,4,2
2010-10-30,79,Clear,"13 mph, R To L",Pat Burrell,150100,R,Neftali Feliz,491703,R,Strikeout,strikeout,Pat Burrell strikes out swinging.,TEX,SF,286349,9,top,65,286349-150100-491703-9-65-5,Rangers Ballpark in Arlington,4,2
2010-10-30,79,Clear,"13 mph, R To L",Cody Ross,425496,R,Neftali Feliz,491703,R,Flyout,field_out,Cody Ross flies out to right fielder Jeff Francoeur.,TEX,SF,286349,9,top,66,286349-425496-491703-9-66-3,Rangers Ballpark in Arlington,4,2
2010-10-30,79,Clear,"13 mph, R To L",Juan Uribe,346874,R,Neftali Feliz,491703,R,Strikeout,strikeout,Juan Uribe strikes out swinging.,TEX,SF,286349,9,top,67,286349-346874-491703-9-67-6,Rangers Ballpark in Arlington,4,2